Nuclide;Z;N;A;Nuclide
Sr-86;38;48;86;86Sr
Sr-87;38;49;87;87Sr
Sr-87;38;49;87;87Sr
Sr-87;38;49;87;87Sr
Sr-78;38;40;78;78Sr
Sr-79;38;41;79;79Sr
Sr-80;38;42;80;80Sr
Sr-81;38;43;81;81Sr
Sr-82;38;44;82;82Sr
Sr-73;38;35;73;73Sr
Sr-73;38;35;73;73Sr
Sr-74;38;36;74;74Sr
Sr-74;38;36;74;74Sr
Sr-75;38;37;75;75Sr
Sr-75;38;37;75;75Sr
Sr-76;38;38;76;76Sr
Sr-76;38;38;76;76Sr
Sr-77;38;39;77;77Sr
Sr-77;38;39;77;77Sr
Y-108;39;69;108;108Y
Y-108;39;69;108;108Y
Y-108;39;69;108;108Y
Y-107;39;68;107;107Y
Y-107;39;68;107;107Y
Y-107;39;68;107;107Y
Y-100;39;61;100;100Y
Y-100;39;61;100;100Y
Y-100;39;61;100;100Y
Y-99;39;60;99;99Y
Y-99;39;60;99;99Y
Y-102;39;63;102;102Y
Y-102;39;63;102;102Y
Y-102;39;63;102;102Y
Y-102;39;63;102;102Y
Y-101;39;62;101;101Y
Y-101;39;62;101;101Y
Y-104;39;65;104;104Y
Y-104;39;65;104;104Y
Y-104;39;65;104;104Y
Y-103;39;64;103;103Y
Y-103;39;64;103;103Y
Y-106;39;67;106;106Y
Y-106;39;67;106;106Y
Y-106;39;67;106;106Y
Y-105;39;66;105;105Y
Y-105;39;66;105;105Y
Y-105;39;66;105;105Y
Y-109;39;70;109;109Y
Y-109;39;70;109;109Y
Y-109;39;70;109;109Y
Y-97;39;58;97;97Y
Y-97;39;58;97;97Y
Y-97;39;58;97;97Y
Y-97;39;58;97;97Y
Y-97;39;58;97;97Y
Y-97;39;58;97;97Y
Y-97;39;58;97;97Y
Y-96;39;57;96;96Y
Y-96;39;57;96;96Y
Y-98;39;59;98;98Y
Y-98;39;59;98;98Y
Y-98;39;59;98;98Y
Y-98;39;59;98;98Y
Y-98;39;59;98;98Y
Y-89;39;50;89;89Y
Y-89;39;50;89;89Y
Y-91;39;52;91;91Y
Y-91;39;52;91;91Y
Y-91;39;52;91;91Y
Y-90;39;51;90;90Y
Y-90;39;51;90;90Y
Y-90;39;51;90;90Y
Y-93;39;54;93;93Y
Y-93;39;54;93;93Y
Y-92;39;53;92;92Y
Y-95;39;56;95;95Y
Y-94;39;55;94;94Y
Y-86;39;47;86;86Y
Y-86;39;47;86;86Y
Y-86;39;47;86;86Y
Y-85;39;46;85;85Y
Y-85;39;46;85;85Y
Y-85;39;46;85;85Y
Y-88;39;49;88;88Y
Y-87;39;48;87;87Y
Y-87;39;48;87;87Y
Y-87;39;48;87;87Y
Y-80;39;41;80;80Y
Y-80;39;41;80;80Y
Y-80;39;41;80;80Y
Y-80;39;41;80;80Y
Y-79;39;40;79;79Y
Y-79;39;40;79;79Y
Y-82;39;43;82;82Y
Y-81;39;42;81;81Y
Y-84;39;45;84;84Y
Y-84;39;45;84;84Y
Y-83;39;44;83;83Y
Y-83;39;44;83;83Y
Y-83;39;44;83;83Y
Y-75;39;36;75;75Y
Y-77;39;38;77;77Y
Y-77;39;38;77;77Y
Y-77;39;38;77;77Y
Y-76;39;37;76;76Y
Y-76;39;37;76;76Y
Y-78;39;39;78;78Y
Y-78;39;39;78;78Y
Y-78;39;39;78;78Y
Y-78;39;39;78;78Y
Zr-109;40;69;109;109Zr
Zr-109;40;69;109;109Zr
Zr-109;40;69;109;109Zr
Zr-108;40;68;108;108Zr
Zr-108;40;68;108;108Zr
Zr-107;40;67;107;107Zr
Zr-107;40;67;107;107Zr
Zr-106;40;66;106;106Zr
Zr-106;40;66;106;106Zr
Zr-101;40;61;101;101Zr
Zr-100;40;60;100;100Zr
Zr-105;40;65;105;105Zr
Zr-105;40;65;105;105Zr
Zr-104;40;64;104;104Zr
Zr-104;40;64;104;104Zr
Zr-103;40;63;103;103Zr
Zr-103;40;63;103;103Zr
Zr-102;40;62;102;102Zr
Zr-98;40;58;98;98Zr
Zr-97;40;57;97;97Zr
Zr-96;40;56;96;96Zr
Zr-95;40;55;95;95Zr
Zr-99;40;59;99;99Zr
Zr-90;40;50;90;90Zr
Zr-90;40;50;90;90Zr
Zr-94;40;54;94;94Zr
Zr-93;40;53;93;93Zr
Zr-92;40;52;92;92Zr
Zr-91;40;51;91;91Zr
Zr-87;40;47;87;87Zr
Zr-87;40;47;87;87Zr
Zr-86;40;46;86;86Zr
Zr-85;40;45;85;85Zr
Zr-85;40;45;85;85Zr
Zr-85;40;45;85;85Zr
Zr-84;40;44;84;84Zr
Zr-89;40;49;89;89Zr
Zr-89;40;49;89;89Zr
Zr-89;40;49;89;89Zr
Zr-88;40;48;88;88Zr
Zr-88;40;48;88;88Zr
Zr-83;40;43;83;83Zr
Zr-83;40;43;83;83Zr
Zr-82;40;42;82;82Zr
Zr-81;40;41;81;81Zr
Zr-81;40;41;81;81Zr
Zr-80;40;40;80;80Zr
Zr-80;40;40;80;80Zr
Zr-79;40;39;79;79Zr
Zr-79;40;39;79;79Zr
Zr-78;40;38;78;78Zr
Zr-77;40;37;77;77Zr
Zr-112;40;72;112;112Zr
Zr-112;40;72;112;112Zr
Zr-112;40;72;112;112Zr
Zr-111;40;71;111;111Zr
Zr-111;40;71;111;111Zr
Zr-111;40;71;111;111Zr
Zr-110;40;70;110;110Zr
Zr-110;40;70;110;110Zr
Zr-110;40;70;110;110Zr
Zr-113;40;73;113;113Zr
Nb-80;41;39;80;80Nb
Nb-79;41;38;79;79Nb
Nb-114;41;73;114;114Nb
Nb-114;41;73;114;114Nb
Nb-114;41;73;114;114Nb
Nb-113;41;72;113;113Nb
Nb-113;41;72;113;113Nb
Nb-113;41;72;113;113Nb
Nb-112;41;71;112;112Nb
Nb-111;41;70;111;111Nb
Nb-116;41;75;116;116Nb
Nb-115;41;74;115;115Nb
Nb-115;41;74;115;115Nb
Nb-115;41;74;115;115Nb
Nb-110;41;69;110;110Nb
Nb-110;41;69;110;110Nb
Nb-109;41;68;109;109Nb
Nb-109;41;68;109;109Nb
Nb-108;41;67;108;108Nb
Nb-108;41;67;108;108Nb
Nb-108;41;67;108;108Nb
Nb-108;41;67;108;108Nb
Nb-103;41;62;103;103Nb
Nb-102;41;61;102;102Nb
Nb-102;41;61;102;102Nb
Nb-101;41;60;101;101Nb
Nb-107;41;66;107;107Nb
Nb-107;41;66;107;107Nb
Nb-106;41;65;106;106Nb
Nb-106;41;65;106;106Nb
Nb-106;41;65;106;106Nb
Nb-105;41;64;105;105Nb
Nb-105;41;64;105;105Nb
Nb-104;41;63;104;104Nb
Nb-104;41;63;104;104Nb
Nb-104;41;63;104;104Nb
Nb-104;41;63;104;104Nb
Nb-100;41;59;100;100Nb
Nb-100;41;59;100;100Nb
Nb-99;41;58;99;99Nb
Nb-99;41;58;99;99Nb
Nb-99;41;58;99;99Nb
Nb-98;41;57;98;98Nb
Nb-98;41;57;98;98Nb
Nb-98;41;57;98;98Nb
Nb-97;41;56;97;97Nb
Nb-97;41;56;97;97Nb
Nb-92;41;51;92;92Nb
Nb-92;41;51;92;92Nb
Nb-92;41;51;92;92Nb
Nb-91;41;50;91;91Nb
Nb-91;41;50;91;91Nb
Nb-91;41;50;91;91Nb
Nb-96;41;55;96;96Nb
Nb-95;41;54;95;95Nb
Nb-95;41;54;95;95Nb
Nb-95;41;54;95;95Nb
Nb-94;41;53;94;94Nb
Nb-94;41;53;94;94Nb
Nb-94;41;53;94;94Nb
Nb-93;41;52;93;93Nb
Nb-93;41;52;93;93Nb
Nb-89;41;48;89;89Nb
Nb-89;41;48;89;89Nb
Nb-88;41;47;88;88Nb
Nb-88;41;47;88;88Nb
Nb-87;41;46;87;87Nb
Nb-87;41;46;87;87Nb
Nb-86;41;45;86;86Nb
Nb-90;41;49;90;90Nb
Nb-90;41;49;90;90Nb
Nb-81;41;40;81;81Nb
Nb-85;41;44;85;85Nb
Nb-85;41;44;85;85Nb
Nb-85;41;44;85;85Nb
Nb-84;41;43;84;84Nb
Nb-84;41;43;84;84Nb
Nb-83;41;42;83;83Nb
Nb-82;41;41;82;82Nb
Nb-82;41;41;82;82Nb
Mo-112;42;70;112;112Mo
Mo-117;42;75;117;117Mo
Mo-117;42;75;117;117Mo
Mo-117;42;75;117;117Mo
Mo-118;42;76;118;118Mo
Mo-118;42;76;118;118Mo
Mo-118;42;76;118;118Mo
Mo-119;42;77;119;119Mo
Mo-113;42;71;113;113Mo
Mo-113;42;71;113;113Mo
Mo-114;42;72;114;114Mo
Mo-114;42;72;114;114Mo
Mo-115;42;73;115;115Mo
Mo-115;42;73;115;115Mo
Mo-115;42;73;115;115Mo
Mo-116;42;74;116;116Mo
Mo-116;42;74;116;116Mo
Mo-116;42;74;116;116Mo
Mo-110;42;68;110;110Mo
Mo-110;42;68;110;110Mo
Mo-111;42;69;111;111Mo
Mo-111;42;69;111;111Mo
Mo-106;42;64;106;106Mo
Mo-107;42;65;107;107Mo
Mo-108;42;66;108;108Mo
Mo-108;42;66;108;108Mo
Mo-109;42;67;109;109Mo
Mo-109;42;67;109;109Mo
Mo-102;42;60;102;102Mo
Mo-103;42;61;103;103Mo
Mo-104;42;62;104;104Mo
Mo-105;42;63;105;105Mo
Mo-99;42;57;99;99Mo
Mo-100;42;58;100;100Mo
Mo-101;42;59;101;101Mo
Mo-95;42;53;95;95Mo
Mo-96;42;54;96;96Mo
Mo-97;42;55;97;97Mo
Mo-98;42;56;98;98Mo
Mo-92;42;50;92;92Mo
Mo-93;42;51;93;93Mo
Mo-93;42;51;93;93Mo
Mo-93;42;51;93;93Mo
Mo-94;42;52;94;94Mo
Mo-88;42;46;88;88Mo
Mo-89;42;47;89;89Mo
Mo-89;42;47;89;89Mo
Mo-90;42;48;90;90Mo
Mo-91;42;49;91;91Mo
Mo-91;42;49;91;91Mo
Mo-91;42;49;91;91Mo
Mo-84;42;42;84;84Mo
Mo-84;42;42;84;84Mo
Mo-85;42;43;85;85Mo
Mo-85;42;43;85;85Mo
Mo-86;42;44;86;86Mo
Mo-87;42;45;87;87Mo
Mo-87;42;45;87;87Mo
Mo-82;42;40;82;82Mo
Mo-82;42;40;82;82Mo
Mo-83;42;41;83;83Mo
Mo-81;42;39;81;81Mo
Mo-81;42;39;81;81Mo
Tc-101;43;58;101;101Tc
Tc-102;43;59;102;102Tc
Tc-102;43;59;102;102Tc
Tc-102;43;59;102;102Tc
Tc-97;43;54;97;97Tc
Tc-97;43;54;97;97Tc
Tc-97;43;54;97;97Tc
Tc-98;43;55;98;98Tc
Tc-99;43;56;99;99Tc
Tc-99;43;56;99;99Tc
Tc-99;43;56;99;99Tc
Tc-100;43;57;100;100Tc
Tc-100;43;57;100;100Tc
Tc-93;43;50;93;93Tc
Tc-93;43;50;93;93Tc
Tc-93;43;50;93;93Tc
Tc-94;43;51;94;94Tc
Tc-94;43;51;94;94Tc
Tc-94;43;51;94;94Tc
Tc-95;43;52;95;95Tc
Tc-95;43;52;95;95Tc
Tc-95;43;52;95;95Tc
Tc-96;43;53;96;96Tc
Tc-96;43;53;96;96Tc
Tc-96;43;53;96;96Tc
Tc-90;43;47;90;90Tc
Tc-90;43;47;90;90Tc
Tc-91;43;48;91;91Tc
Tc-91;43;48;91;91Tc
Tc-91;43;48;91;91Tc
Tc-92;43;49;92;92Tc
Tc-86;43;43;86;86Tc
Tc-86;43;43;86;86Tc
Tc-87;43;44;87;87Tc
Tc-88;43;45;88;88Tc
Tc-88;43;45;88;88Tc
Tc-89;43;46;89;89Tc
Tc-89;43;46;89;89Tc
Tc-89;43;46;89;89Tc
Tc-83;43;40;83;83Tc
Tc-84;43;41;84;84Tc
Tc-85;43;42;85;85Tc
Tc-113;43;70;113;113Tc
Tc-113;43;70;113;113Tc
Tc-113;43;70;113;113Tc
Tc-114;43;71;114;114Tc
Tc-114;43;71;114;114Tc
Tc-114;43;71;114;114Tc
Tc-114;43;71;114;114Tc
Tc-119;43;76;119;119Tc
Tc-119;43;76;119;119Tc
Tc-119;43;76;119;119Tc
Tc-120;43;77;120;120Tc
Tc-120;43;77;120;120Tc
Tc-120;43;77;120;120Tc
Tc-121;43;78;121;121Tc
Tc-121;43;78;121;121Tc
Tc-121;43;78;121;121Tc
Tc-122;43;79;122;122Tc
Tc-115;43;72;115;115Tc
Tc-115;43;72;115;115Tc
Tc-116;43;73;116;116Tc
Tc-117;43;74;117;117Tc
Tc-117;43;74;117;117Tc
Tc-117;43;74;117;117Tc
Tc-118;43;75;118;118Tc
Tc-118;43;75;118;118Tc
Tc-118;43;75;118;118Tc
Tc-112;43;69;112;112Tc
Tc-112;43;69;112;112Tc
Tc-103;43;60;103;103Tc
Tc-108;43;65;108;108Tc
Tc-109;43;66;109;109Tc
Tc-109;43;66;109;109Tc
Tc-110;43;67;110;110Tc
Tc-110;43;67;110;110Tc
Tc-111;43;68;111;111Tc
Tc-111;43;68;111;111Tc
Tc-104;43;61;104;104Tc
Tc-105;43;62;105;105Tc
Tc-106;43;63;106;106Tc
Tc-107;43;64;107;107Tc
Ru-125;44;81;125;125Ru
Ru-124;44;80;124;124Ru
Ru-124;44;80;124;124Ru
Ru-124;44;80;124;124Ru
Ru-114;44;70;114;114Ru
Ru-116;44;72;116;116Ru
Ru-116;44;72;116;116Ru
Ru-115;44;71;115;115Ru
Ru-115;44;71;115;115Ru
Ru-115;44;71;115;115Ru
Ru-122;44;78;122;122Ru
Ru-122;44;78;122;122Ru
Ru-122;44;78;122;122Ru
Ru-121;44;77;121;121Ru
Ru-121;44;77;121;121Ru
Ru-121;44;77;121;121Ru
Ru-123;44;79;123;123Ru
Ru-123;44;79;123;123Ru
Ru-123;44;79;123;123Ru
Ru-118;44;74;118;118Ru
Ru-118;44;74;118;118Ru
Ru-118;44;74;118;118Ru
Ru-117;44;73;117;117Ru
Ru-117;44;73;117;117Ru
Ru-120;44;76;120;120Ru
Ru-120;44;76;120;120Ru
Ru-119;44;75;119;119Ru
Ru-119;44;75;119;119Ru
Ru-119;44;75;119;119Ru
Ru-119;44;75;119;119Ru
Ru-105;44;61;105;105Ru
Ru-104;44;60;104;104Ru
Ru-111;44;67;111;111Ru
Ru-110;44;66;110;110Ru
Ru-113;44;69;113;113Ru
Ru-113;44;69;113;113Ru
Ru-112;44;68;112;112Ru
Ru-107;44;63;107;107Ru
Ru-106;44;62;106;106Ru
Ru-109;44;65;109;109Ru
Ru-108;44;64;108;108Ru
Ru-103;44;59;103;103Ru
Ru-94;44;50;94;94Ru
Ru-100;44;56;100;100Ru
Ru-99;44;55;99;99Ru
Ru-102;44;58;102;102Ru
Ru-101;44;57;101;101Ru
Ru-96;44;52;96;96Ru
Ru-95;44;51;95;95Ru
Ru-98;44;54;98;98Ru
Ru-97;44;53;97;97Ru
Ru-93;44;49;93;93Ru
Ru-93;44;49;93;93Ru
Ru-93;44;49;93;93Ru
Ru-93;44;49;93;93Ru
Ru-92;44;48;92;92Ru
Ru-89;44;45;89;89Ru
Ru-89;44;45;89;89Ru
Ru-88;44;44;88;88Ru
Ru-88;44;44;88;88Ru
Ru-91;44;47;91;91Ru
Ru-91;44;47;91;91Ru
Ru-91;44;47;91;91Ru
Ru-91;44;47;91;91Ru
Ru-90;44;46;90;90Ru
Ru-85;44;41;85;85Ru
Ru-85;44;41;85;85Ru
Ru-85;44;41;85;85Ru
Ru-87;44;43;87;87Ru
Ru-86;44;42;86;86Ru
Ru-86;44;42;86;86Ru
Rh-127;45;82;127;127Rh
Rh-127;45;82;127;127Rh
Rh-127;45;82;127;127Rh
Rh-126;45;81;126;126Rh
Rh-126;45;81;126;126Rh
Rh-126;45;81;126;126Rh
Rh-128;45;83;128;128Rh
Rh-125;45;80;125;125Rh
Rh-125;45;80;125;125Rh
Rh-125;45;80;125;125Rh
Rh-116;45;71;116;116Rh
Rh-116;45;71;116;116Rh
Rh-115;45;70;115;115Rh
Rh-118;45;73;118;118Rh
Rh-118;45;73;118;118Rh
Rh-117;45;72;117;117Rh
Rh-124;45;79;124;124Rh
Rh-124;45;79;124;124Rh
Rh-124;45;79;124;124Rh
Rh-123;45;78;123;123Rh
Rh-123;45;78;123;123Rh
Rh-123;45;78;123;123Rh
Rh-120;45;75;120;120Rh
Rh-120;45;75;120;120Rh
Rh-120;45;75;120;120Rh
Rh-119;45;74;119;119Rh
Rh-119;45;74;119;119Rh
Rh-122;45;77;122;122Rh
Rh-122;45;77;122;122Rh
Rh-122;45;77;122;122Rh
Rh-122;45;77;122;122Rh
Rh-121;45;76;121;121Rh
Rh-121;45;76;121;121Rh
Rh-105;45;60;105;105Rh
Rh-105;45;60;105;105Rh
Rh-107;45;62;107;107Rh
Rh-106;45;61;106;106Rh
Rh-106;45;61;106;106Rh
Rh-113;45;68;113;113Rh
Rh-112;45;67;112;112Rh
Rh-112;45;67;112;112Rh
Rh-114;45;69;114;114Rh
Rh-114;45;69;114;114Rh
Rh-109;45;64;109;109Rh
Rh-108;45;63;108;108Rh
Rh-108;45;63;108;108Rh
Rh-108;45;63;108;108Rh
Rh-111;45;66;111;111Rh
Rh-110;45;65;110;110Rh
Rh-110;45;65;110;110Rh
Rh-96;45;51;96;96Rh
Rh-96;45;51;96;96Rh
Rh-96;45;51;96;96Rh
Rh-95;45;50;95;95Rh
Rh-95;45;50;95;95Rh
Rh-95;45;50;95;95Rh
Rh-102;45;57;102;102Rh
Rh-102;45;57;102;102Rh
Rh-102;45;57;102;102Rh
Rh-102;45;57;102;102Rh
Rh-101;45;56;101;101Rh
Rh-101;45;56;101;101Rh
Rh-101;45;56;101;101Rh
Rh-104;45;59;104;104Rh
Rh-104;45;59;104;104Rh
Rh-104;45;59;104;104Rh
Rh-104;45;59;104;104Rh
Rh-103;45;58;103;103Rh
Rh-103;45;58;103;103Rh
Rh-98;45;53;98;98Rh
Rh-98;45;53;98;98Rh
Rh-98;45;53;98;98Rh
Rh-97;45;52;97;97Rh
Rh-97;45;52;97;97Rh
Rh-97;45;52;97;97Rh
Rh-100;45;55;100;100Rh
Rh-100;45;55;100;100Rh
Rh-100;45;55;100;100Rh
Rh-99;45;54;99;99Rh
Rh-99;45;54;99;99Rh
Rh-99;45;54;99;99Rh
Rh-94;45;49;94;94Rh
Rh-94;45;49;94;94Rh
Rh-94;45;49;94;94Rh
Rh-91;45;46;91;91Rh
Rh-91;45;46;91;91Rh
Rh-91;45;46;91;91Rh
Rh-91;45;46;91;91Rh
Rh-90;45;45;90;90Rh
Rh-90;45;45;90;90Rh
Rh-93;45;48;93;93Rh
Rh-92;45;47;92;92Rh
Rh-92;45;47;92;92Rh
Rh-92;45;47;92;92Rh
Rh-89;45;44;89;89Rh
Rh-89;45;44;89;89Rh
Rh-88;45;43;88;88Rh
Pd-129;46;83;129;129Pd
Pd-128;46;82;128;128Pd
Pd-128;46;82;128;128Pd
Pd-128;46;82;128;128Pd
Pd-131;46;85;131;131Pd
Pd-130;46;84;130;130Pd
Pd-127;46;81;127;127Pd
Pd-127;46;81;127;127Pd
Pd-126;46;80;126;126Pd
Pd-126;46;80;126;126Pd
Pd-126;46;80;126;126Pd
Pd-126;46;80;126;126Pd
Pd-126;46;80;126;126Pd
Pd-126;46;80;126;126Pd
Pd-118;46;72;118;118Pd
Pd-117;46;71;117;117Pd
Pd-120;46;74;120;120Pd
Pd-120;46;74;120;120Pd
Pd-119;46;73;119;119Pd
Pd-116;46;70;116;116Pd
Pd-125;46;79;125;125Pd
Pd-125;46;79;125;125Pd
Pd-122;46;76;122;122Pd
Pd-122;46;76;122;122Pd
Pd-121;46;75;121;121Pd
Pd-121;46;75;121;121Pd
Pd-124;46;78;124;124Pd
Pd-124;46;78;124;124Pd
Pd-123;46;77;123;123Pd
Pd-123;46;77;123;123Pd
Pd-107;46;61;107;107Pd
Pd-107;46;61;107;107Pd
Pd-106;46;60;106;106Pd
Pd-109;46;63;109;109Pd
Pd-109;46;63;109;109Pd
Pd-108;46;62;108;108Pd
Pd-115;46;69;115;115Pd
Pd-115;46;69;115;115Pd
Pd-115;46;69;115;115Pd
Pd-114;46;68;114;114Pd
Pd-111;46;65;111;111Pd
Pd-111;46;65;111;111Pd
Pd-111;46;65;111;111Pd
Pd-110;46;64;110;110Pd
Pd-113;46;67;113;113Pd
Pd-113;46;67;113;113Pd
Pd-112;46;66;112;112Pd
Pd-96;46;50;96;96Pd
Pd-98;46;52;98;98Pd
Pd-97;46;51;97;97Pd
Pd-104;46;58;104;104Pd
Pd-103;46;57;103;103Pd
Pd-105;46;59;105;105Pd
Pd-100;46;54;100;100Pd
Pd-99;46;53;99;99Pd
Pd-102;46;56;102;102Pd
Pd-101;46;55;101;101Pd
Pd-93;46;47;93;93Pd
Pd-93;46;47;93;93Pd
Pd-92;46;46;92;92Pd
Pd-95;46;49;95;95Pd
Pd-95;46;49;95;95Pd
Pd-95;46;49;95;95Pd
Pd-95;46;49;95;95Pd
Pd-94;46;48;94;94Pd
Pd-91;46;45;91;91Pd
Pd-90;46;44;90;90Pd
Ag-132;47;85;132;132Ag
Ag-132;47;85;132;132Ag
Ag-132;47;85;132;132Ag
Ag-133;47;86;133;133Ag
Ag-130;47;83;130;130Ag
Ag-130;47;83;130;130Ag
Ag-130;47;83;130;130Ag
Ag-131;47;84;131;131Ag
Ag-131;47;84;131;131Ag
Ag-131;47;84;131;131Ag
Ag-128;47;81;128;128Ag
Ag-128;47;81;128;128Ag
Ag-129;47;82;129;129Ag
Ag-129;47;82;129;129Ag
Ag-129;47;82;129;129Ag
Ag-129;47;82;129;129Ag
Ag-127;47;80;127;127Ag
Ag-121;47;74;121;121Ag
Ag-121;47;74;121;121Ag
Ag-122;47;75;122;122Ag
Ag-122;47;75;122;122Ag
Ag-122;47;75;122;122Ag
Ag-122;47;75;122;122Ag
Ag-122;47;75;122;122Ag
Ag-122;47;75;122;122Ag
Ag-122;47;75;122;122Ag
Ag-119;47;72;119;119Ag
Ag-119;47;72;119;119Ag
Ag-120;47;73;120;120Ag
Ag-120;47;73;120;120Ag
Ag-120;47;73;120;120Ag
Ag-120;47;73;120;120Ag
Ag-117;47;70;117;117Ag
Ag-117;47;70;117;117Ag
Ag-117;47;70;117;117Ag
Ag-118;47;71;118;118Ag
Ag-118;47;71;118;118Ag
Ag-118;47;71;118;118Ag
Ag-125;47;78;125;125Ag
Ag-125;47;78;125;125Ag
Ag-125;47;78;125;125Ag
Ag-125;47;78;125;125Ag
Ag-126;47;79;126;126Ag
Ag-126;47;79;126;126Ag
Ag-126;47;79;126;126Ag
Ag-123;47;76;123;123Ag
Ag-123;47;76;123;123Ag
Ag-124;47;77;124;124Ag
Ag-124;47;77;124;124Ag
Ag-124;47;77;124;124Ag
Ag-124;47;77;124;124Ag
Ag-124;47;77;124;124Ag
Ag-124;47;77;124;124Ag
Ag-110;47;63;110;110Ag
Ag-110;47;63;110;110Ag
Ag-110;47;63;110;110Ag
Ag-110;47;63;110;110Ag
Ag-111;47;64;111;111Ag
Ag-111;47;64;111;111Ag
Ag-111;47;64;111;111Ag
Ag-108;47;61;108;108Ag
Ag-108;47;61;108;108Ag
Ag-108;47;61;108;108Ag
Ag-108;47;61;108;108Ag
Ag-109;47;62;109;109Ag
Ag-109;47;62;109;109Ag
Ag-107;47;60;107;107Ag
Ag-107;47;60;107;107Ag
Ag-116;47;69;116;116Ag
Ag-116;47;69;116;116Ag
Ag-116;47;69;116;116Ag
Ag-116;47;69;116;116Ag
Ag-116;47;69;116;116Ag
Ag-114;47;67;114;114Ag
Ag-115;47;68;115;115Ag
Ag-115;47;68;115;115Ag
Ag-115;47;68;115;115Ag
Ag-112;47;65;112;112Ag
Ag-113;47;66;113;113Ag
Ag-113;47;66;113;113Ag
Ag-113;47;66;113;113Ag
Ag-99;47;52;99;99Ag
Ag-99;47;52;99;99Ag
Ag-100;47;53;100;100Ag
Ag-100;47;53;100;100Ag
Ag-100;47;53;100;100Ag
Ag-97;47;50;97;97Ag
Ag-98;47;51;98;98Ag
Ag-98;47;51;98;98Ag
Ag-105;47;58;105;105Ag
Ag-105;47;58;105;105Ag
Ag-105;47;58;105;105Ag
Ag-106;47;59;106;106Ag
Ag-106;47;59;106;106Ag
Ag-106;47;59;106;106Ag
Ag-103;47;56;103;103Ag
Ag-103;47;56;103;103Ag
Ag-104;47;57;104;104Ag
Ag-104;47;57;104;104Ag
Ag-104;47;57;104;104Ag
Ag-101;47;54;101;101Ag
Ag-101;47;54;101;101Ag
Ag-102;47;55;102;102Ag
Ag-102;47;55;102;102Ag
Ag-102;47;55;102;102Ag
Ag-96;47;49;96;96Ag
Ag-96;47;49;96;96Ag
Ag-96;47;49;96;96Ag
Ag-96;47;49;96;96Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-94;47;47;94;94Ag
Ag-95;47;48;95;95Ag
Ag-95;47;48;95;95Ag
Ag-95;47;48;95;95Ag
Ag-92;47;45;92;92Ag
Ag-93;47;46;93;93Ag
Ag-93;47;46;93;93Ag
Ag-93;47;46;93;93Ag
Cd-112;48;64;112;112Cd
Cd-113;48;65;113;113Cd
Cd-113;48;65;113;113Cd
Cd-113;48;65;113;113Cd
Cd-110;48;62;110;110Cd
Cd-111;48;63;111;111Cd
Cd-111;48;63;111;111Cd
Cd-108;48;60;108;108Cd
Cd-109;48;61;109;109Cd
Cd-116;48;68;116;116Cd
Cd-117;48;69;117;117Cd
Cd-117;48;69;117;117Cd
Cd-114;48;66;114;114Cd
Cd-115;48;67;115;115Cd
Cd-115;48;67;115;115Cd
Cd-101;48;53;101;101Cd
Cd-102;48;54;102;102Cd
Cd-99;48;51;99;99Cd
Cd-99;48;51;99;99Cd
Cd-99;48;51;99;99Cd
Cd-100;48;52;100;100Cd
Cd-98;48;50;98;98Cd
Cd-98;48;50;98;98Cd
Cd-107;48;59;107;107Cd
Cd-105;48;57;105;105Cd
Cd-106;48;58;106;106Cd
Cd-103;48;55;103;103Cd
Cd-104;48;56;104;104Cd
Cd-96;48;48;96;96Cd
Cd-97;48;49;97;97Cd
Cd-97;48;49;97;97Cd
Cd-97;48;49;97;97Cd
Cd-97;48;49;97;97Cd
Cd-94;48;46;94;94Cd
Cd-95;48;47;95;95Cd
Cd-95;48;47;95;95Cd
Cd-134;48;86;134;134Cd
Cd-134;48;86;134;134Cd
Cd-134;48;86;134;134Cd
Cd-135;48;87;135;135Cd
Cd-132;48;84;132;132Cd
Cd-132;48;84;132;132Cd
Cd-133;48;85;133;133Cd
Cd-133;48;85;133;133Cd
Cd-133;48;85;133;133Cd
Cd-130;48;82;130;130Cd
Cd-130;48;82;130;130Cd
Cd-131;48;83;131;131Cd
Cd-131;48;83;131;131Cd
Cd-128;48;80;128;128Cd
Cd-129;48;81;129;129Cd
Cd-129;48;81;129;129Cd
Cd-129;48;81;129;129Cd
Cd-129;48;81;129;129Cd
Cd-129;48;81;129;129Cd
Cd-123;48;75;123;123Cd
Cd-123;48;75;123;123Cd
Cd-123;48;75;123;123Cd
Cd-124;48;76;124;124Cd
Cd-121;48;73;121;121Cd
Cd-121;48;73;121;121Cd
Cd-122;48;74;122;122Cd
Cd-119;48;71;119;119Cd
Cd-119;48;71;119;119Cd
Cd-120;48;72;120;120Cd
Cd-118;48;70;118;118Cd
Cd-127;48;79;127;127Cd
Cd-125;48;77;125;125Cd
Cd-125;48;77;125;125Cd
Cd-126;48;78;126;126Cd
In-137;49;88;137;137In
In-137;49;88;137;137In
In-137;49;88;137;137In
In-136;49;87;136;136In
In-136;49;87;136;136In
In-136;49;87;136;136In
In-135;49;86;135;135In
In-135;49;86;135;135In
In-134;49;85;134;134In
